name,poi_id,cate,lat,lng,COMMUNITY,AREA_NUMBE
,623206,corporations,41.8499011,-87.6559656,LOWER WEST SIDE,31.0
,623223,corporations,41.8510034,-87.6540227,LOWER WEST SIDE,31.0
,623236,corporations,41.8498426,-87.6559379,LOWER WEST SIDE,31.0
,623248,corporations,41.8510247,-87.6540188,LOWER WEST SIDE,31.0
,623286,corporations,41.8506507,-87.6551106,LOWER WEST SIDE,31.0
,623287,corporations,41.8507851,-87.6533342,LOWER WEST SIDE,31.0
Illinois Brick Company,623300,corporations,41.8517929,-87.6608724,LOWER WEST SIDE,31.0
,623308,corporations,41.8512756,-87.6546408,LOWER WEST SIDE,31.0
,623338,corporations,41.8499958,-87.6545641,LOWER WEST SIDE,31.0
,623345,corporations,41.851182,-87.6543825,LOWER WEST SIDE,31.0
,623353,corporations,41.850536,-87.6541895,LOWER WEST SIDE,31.0
,623361,corporations,41.8510106,-87.654198,LOWER WEST SIDE,31.0
,623364,corporations,41.8506103,-87.6564411,LOWER WEST SIDE,31.0
Family Planning,625727,corporations,41.8827995,-87.6448508,NEAR WEST SIDE,28.0
,625911,corporations,41.8838693,-87.6416774,NEAR WEST SIDE,28.0
CTA Control Center,625914,corporations,41.8837697,-87.6571775,NEAR WEST SIDE,28.0
AT&T Monroe Central Office,626110,corporations,41.880646,-87.6612723,NEAR WEST SIDE,28.0
Walsh Group Headquarters,626208,corporations,41.8787214,-87.6515084,NEAR WEST SIDE,28.0
Pickens Kane Moving & Storage,626388,corporations,41.8894255,-87.6463744,WEST TOWN,24.0
Chicago Transit Authority Headquarters,626526,corporations,41.8852852,-87.6423436,NEAR WEST SIDE,28.0
M/A Architects,626567,corporations,41.883389,-87.6476701,NEAR WEST SIDE,28.0
Knight Building,626657,corporations,41.8841749,-87.6416934,NEAR WEST SIDE,28.0
Werner Printing,626671,corporations,41.8841801,-87.6424052,NEAR WEST SIDE,28.0
,626854,corporations,41.9047509,-87.6543324,NEAR NORTH SIDE,8.0
Morton Salt,627220,corporations,41.9063099,-87.6591205,WEST TOWN,24.0
600 West,627527,corporations,41.8982313,-87.6443154,NEAR NORTH SIDE,8.0
WaterSaver Faucet Co.,627666,corporations,41.8930094,-87.6463827,WEST TOWN,24.0
CTA Material Distribution Center,627994,corporations,41.9021891,-87.6505745,NEAR NORTH SIDE,8.0
Greyhound Maintenance Facility,628195,corporations,41.8990736,-87.6469144,NEAR NORTH SIDE,8.0
Prairie Material - Yard 32,628426,corporations,41.8975445,-87.6490138,WEST TOWN,24.0
,628487,corporations,41.9110318,-87.6549779,LINCOLN PARK,7.0
Wrigley Global Innovation Center,628561,corporations,41.9085307,-87.6564514,NEAR NORTH SIDE,8.0
,631810,corporations,41.9106477,-87.6461953,NEAR NORTH SIDE,8.0
Advocate Illinois Masonic Medical Center,636724,corporations,41.9376538,-87.6530782,LAKE VIEW,6.0
,638423,corporations,41.9401676,-87.6496553,LAKE VIEW,6.0
Illinois Masonic Medical Center,638662,corporations,41.9366765,-87.6496517,LAKE VIEW,6.0
AT&T Lakeview Central Office,640655,corporations,41.9464326,-87.6547233,LAKE VIEW,6.0
National Car Wash,643916,corporations,41.9718087,-87.6602657,UPTOWN,3.0
,644814,corporations,41.980325,-87.6590352,EDGEWATER,77.0
,645075,corporations,41.9802724,-87.6595253,EDGEWATER,77.0
,645080,corporations,41.9804071,-87.6603926,EDGEWATER,77.0
AT&T Pullman Central Office,655874,corporations,41.6876819,-87.6253749,ROSELAND,49.0
Roseland Pumping Station,658095,corporations,41.7047482,-87.6324326,ROSELAND,49.0
98th Street Shops,667534,corporations,41.7159668,-87.623362,ROSELAND,49.0
,674802,corporations,41.7529842,-87.6302827,GREATER GRAND CROSSING,69.0
,674896,corporations,41.7523383,-87.6300318,GREATER GRAND CROSSING,69.0
Stewart Business Center,674951,corporations,41.7564852,-87.6351006,GREATER GRAND CROSSING,69.0
AT&T Stewart Central Office,675473,corporations,41.7559893,-87.6339286,GREATER GRAND CROSSING,69.0
Mobil,675498,corporations,41.7558426,-87.6242585,GREATER GRAND CROSSING,69.0
,675739,corporations,41.7531004,-87.631886,GREATER GRAND CROSSING,69.0
Schulze Baking Company,683566,corporations,41.7956249,-87.6246403,WASHINGTON PARK,40.0
,683751,corporations,41.8058397,-87.6302553,FULLER PARK,37.0
,683812,corporations,41.8065461,-87.6301288,FULLER PARK,37.0
Harold Washington Professional Building,684133,corporations,41.796983,-87.6303427,FULLER PARK,37.0
Metra 47th Street Shops,684896,corporations,41.8086726,-87.6294809,FULLER PARK,37.0
Vanguard Archives,685185,corporations,41.8229494,-87.6236693,GRAND BOULEVARD,38.0
,688624,corporations,41.8296647,-87.6379648,BRIDGEPORT,60.0
Universal Granite & Marble,688672,corporations,41.8292229,-87.6380889,BRIDGEPORT,60.0
IIT (Automotive Lab),689334,corporations,41.8351753,-87.6291952,DOUGLAS,35.0
Global Marketing Enterprise Inc,690432,corporations,41.8572481,-87.6382968,LOWER WEST SIDE,31.0
329 West 18th Street,690435,corporations,41.8573027,-87.6361692,LOWER WEST SIDE,31.0
AT&T Calumet Central Office,691013,corporations,41.85243,-87.6251207,NEAR SOUTH SIDE,33.0
State of Illinois Offices,692494,corporations,41.8563659,-87.6218618,NEAR SOUTH SIDE,33.0
State of Illinois Offices,692495,corporations,41.8560931,-87.6218536,NEAR SOUTH SIDE,33.0
,693925,corporations,41.8666994,-87.6253497,NEAR SOUTH SIDE,33.0
Metropolitan Building,694004,corporations,41.8841157,-87.632733,LOOP,32.0
,694010,corporations,41.885222,-87.6249662,LOOP,32.0
,694011,corporations,41.8853343,-87.6249679,LOOP,32.0
Building At 180 North Michigan Avenue,694032,corporations,41.8855497,-87.6249762,LOOP,32.0
AT&T Superior Central Office,694062,corporations,41.8938104,-87.6292891,NEAR NORTH SIDE,8.0
Consulate General of The People's Republic of China in Chicago,694083,corporations,41.8942693,-87.6315601,NEAR NORTH SIDE,8.0
Metropolitan Water Reclamation District of Greater Chicago,694122,corporations,41.8944096,-87.6250888,NEAR NORTH SIDE,8.0
,694421,corporations,41.9062606,-87.6342014,NEAR NORTH SIDE,8.0
,694582,corporations,41.8931051,-87.6220183,NEAR NORTH SIDE,8.0
,695201,corporations,41.8987855,-87.6369537,NEAR NORTH SIDE,8.0
LaSalle Law Center,695249,corporations,41.8909545,-87.6345063,NEAR NORTH SIDE,8.0
Pepper Construction,695285,corporations,41.8934362,-87.6367988,NEAR NORTH SIDE,8.0
,695297,corporations,41.8939091,-87.6236196,NEAR NORTH SIDE,8.0
,695479,corporations,41.8931045,-87.6236661,NEAR NORTH SIDE,8.0
,697938,corporations,41.6515002,-87.6177261,RIVERDALE,54.0
,697943,corporations,41.6486891,-87.6138751,RIVERDALE,54.0
,697944,corporations,41.648691,-87.6141251,RIVERDALE,54.0
,697945,corporations,41.6492681,-87.6137711,RIVERDALE,54.0
,697946,corporations,41.6491169,-87.6144388,RIVERDALE,54.0
,697951,corporations,41.6485782,-87.6132312,RIVERDALE,54.0
,697952,corporations,41.6490611,-87.6134798,RIVERDALE,54.0
,697953,corporations,41.649107,-87.6126711,RIVERDALE,54.0
,697954,corporations,41.649068,-87.6129604,RIVERDALE,54.0
,697999,corporations,41.649164,-87.6159267,RIVERDALE,54.0
,698123,corporations,41.6458426,-87.6127791,RIVERDALE,54.0
,698173,corporations,41.6458779,-87.607794,RIVERDALE,54.0
,698175,corporations,41.6462231,-87.6068195,RIVERDALE,54.0
,698176,corporations,41.6456781,-87.6078447,RIVERDALE,54.0
,698177,corporations,41.6466182,-87.6066531,RIVERDALE,54.0
,698178,corporations,41.6469944,-87.606944,RIVERDALE,54.0
,698179,corporations,41.6469017,-87.6072975,RIVERDALE,54.0
,698180,corporations,41.6471202,-87.6064023,RIVERDALE,54.0
,698249,corporations,41.6453112,-87.6072396,RIVERDALE,54.0
,698284,corporations,41.645408,-87.6069786,RIVERDALE,54.0
,698341,corporations,41.6454199,-87.6071202,RIVERDALE,54.0
,698354,corporations,41.6473332,-87.6075797,RIVERDALE,54.0
,698371,corporations,41.6466125,-87.6069422,RIVERDALE,54.0
,698383,corporations,41.6454403,-87.6072014,RIVERDALE,54.0
,698441,corporations,41.647242,-87.6070587,RIVERDALE,54.0
,698468,corporations,41.6495374,-87.6160769,RIVERDALE,54.0
,698473,corporations,41.647249,-87.607338,RIVERDALE,54.0
,698650,corporations,41.6705631,-87.6163521,WEST PULLMAN,53.0
125th Street Pumping Station,698868,corporations,41.6669113,-87.6183167,WEST PULLMAN,53.0
Qualawash - Chicago,699142,corporations,41.6757082,-87.6052059,RIVERDALE,54.0
Mays Chemical Company,699742,corporations,41.690848,-87.6015615,PULLMAN,50.0
,701481,corporations,41.6767741,-87.6029634,RIVERDALE,54.0
,701485,corporations,41.6766722,-87.6036965,RIVERDALE,54.0
,701488,corporations,41.6767234,-87.6042395,RIVERDALE,54.0
,701489,corporations,41.676024,-87.6043993,RIVERDALE,54.0
,701490,corporations,41.6761867,-87.6044358,RIVERDALE,54.0
Sherwin-Williams Chicago Emulsion Plant,701494,corporations,41.6812301,-87.6082878,RIVERDALE,54.0
,701838,corporations,41.67669,-87.604794,RIVERDALE,54.0
,702470,corporations,41.6758554,-87.6061,RIVERDALE,54.0
Dutch Farms,704033,corporations,41.7007395,-87.604303,PULLMAN,50.0
Kellogg's,704585,corporations,41.6961699,-87.6050307,PULLMAN,50.0
The University of Chicago Press,705276,corporations,41.6947157,-87.6064838,PULLMAN,50.0
Pullman Industrial Center,708647,corporations,41.7093162,-87.5991811,PULLMAN,50.0
,708659,corporations,41.7253887,-87.601848,BURNSIDE,47.0
,709326,corporations,41.7248838,-87.6002704,BURNSIDE,47.0
,713551,corporations,41.7363471,-87.6080278,CHATHAM,44.0
,732586,corporations,41.7771089,-87.6182661,GREATER GRAND CROSSING,69.0
,733194,corporations,41.7832099,-87.617691,WASHINGTON PARK,40.0
BP,736112,corporations,41.823524,-87.6154027,GRAND BOULEVARD,38.0
AT&T Oakland Central Office,737279,corporations,41.8146358,-87.6057731,KENWOOD,39.0
Chicago Park District Central Shop,737991,corporations,41.825785,-87.6018236,OAKLAND,36.0
,739028,corporations,41.6639772,-87.5903082,SOUTH DEERING,51.0
,739103,corporations,41.662663,-87.5868135,SOUTH DEERING,51.0
,739104,corporations,41.6682988,-87.590065,SOUTH DEERING,51.0
,739105,corporations,41.666952,-87.5900216,SOUTH DEERING,51.0
,739117,corporations,41.6645668,-87.5901208,SOUTH DEERING,51.0
,739126,corporations,41.6644834,-87.5898215,SOUTH DEERING,51.0
,739129,corporations,41.6625041,-87.5786698,SOUTH DEERING,51.0
,739141,corporations,41.6640965,-87.5910838,SOUTH DEERING,51.0
,739143,corporations,41.6633622,-87.5812832,SOUTH DEERING,51.0
,739158,corporations,41.6604405,-87.5823939,SOUTH DEERING,51.0
,739159,corporations,41.6651167,-87.5893924,SOUTH DEERING,51.0
,739164,corporations,41.6645454,-87.5848911,SOUTH DEERING,51.0
,739336,corporations,41.7248188,-87.5898705,BURNSIDE,47.0
,739338,corporations,41.7154198,-87.5885512,PULLMAN,50.0
,739340,corporations,41.7163156,-87.5876829,PULLMAN,50.0
,739349,corporations,41.7227166,-87.5834171,SOUTH DEERING,51.0
,739525,corporations,41.7216397,-87.5899888,PULLMAN,50.0
,739619,corporations,41.7207737,-87.5915046,PULLMAN,50.0
,739772,corporations,41.7200902,-87.5884077,PULLMAN,50.0
,739924,corporations,41.7188118,-87.5884149,PULLMAN,50.0
,739991,corporations,41.7170437,-87.5883516,PULLMAN,50.0
,740054,corporations,41.717942,-87.5884003,PULLMAN,50.0
,740123,corporations,41.7173565,-87.5911368,PULLMAN,50.0
,740192,corporations,41.7159796,-87.5910835,PULLMAN,50.0
Greenwood Place,740930,corporations,41.736244,-87.5966218,BURNSIDE,47.0
,740989,corporations,41.734167,-87.5957431,BURNSIDE,47.0
,741043,corporations,41.7285755,-87.5928555,BURNSIDE,47.0
,743967,corporations,41.7287231,-87.593271,BURNSIDE,47.0
Sawing And Loading,744470,corporations,41.7262135,-87.5904409,BURNSIDE,47.0
,744478,corporations,41.7276223,-87.5900763,BURNSIDE,47.0
,746827,corporations,41.7279557,-87.5907697,BURNSIDE,47.0
WGN Flag & Decorating Company,748907,corporations,41.7493062,-87.5831344,AVALON PARK,45.0
,757103,corporations,41.7997796,-87.5885981,HYDE PARK,41.0
Ford Chicago Assembly Plant,759236,corporations,41.6636878,-87.5613326,SOUTH DEERING,51.0
National Pride Car Wash,761917,corporations,41.7130612,-87.5592479,SOUTH DEERING,51.0
AT&T South Chicago Central Office,767646,corporations,41.7339064,-87.5588208,SOUTH CHICAGO,46.0
,784414,corporations,41.6468817,-87.5425771,HEGEWISCH,55.0
,786003,corporations,41.6475186,-87.5536071,HEGEWISCH,55.0
AT&T Mitchell Central Office,786901,corporations,41.6593983,-87.5492703,HEGEWISCH,55.0
,786961,corporations,41.6688116,-87.543194,HEGEWISCH,55.0
,787343,corporations,41.6686816,-87.5410975,HEGEWISCH,55.0
,787349,corporations,41.6677842,-87.5485583,SOUTH DEERING,51.0
VM&I Corp,790361,corporations,41.6997274,-87.5457388,SOUTH DEERING,51.0
,793520,corporations,41.7185924,-87.5422081,EAST SIDE,52.0
,794528,corporations,41.7085613,-87.5503503,SOUTH DEERING,51.0
The Sharlen Group,796317,corporations,41.7298268,-87.5481847,SOUTH CHICAGO,46.0
,808069,corporations,41.8622004,-87.6511721,NEAR WEST SIDE,28.0
,808558,corporations,41.8816155,-87.6375483,LOOP,32.0
,808641,corporations,41.7057546,-87.5559667,SOUTH DEERING,51.0
,808774,corporations,41.8929766,-87.6378543,NEAR NORTH SIDE,8.0
Chase Tower,810585,corporations,41.8816124,-87.6301214,LOOP,32.0
Streets and Sanitation Maintentance Facility,811138,corporations,41.798293,-87.682562,GAGE PARK,63.0
Catalyst,811472,corporations,41.8835849,-87.6437916,NEAR WEST SIDE,28.0
,811942,corporations,41.8869909,-87.6233736,LOOP,32.0
Two Illinois Center,811943,corporations,41.8870164,-87.6230426,LOOP,32.0
,812300,corporations,41.9432125,-87.6961459,AVONDALE,21.0
,812491,corporations,41.9346445,-87.6972668,AVONDALE,21.0
Interesting Products,812819,corporations,41.8872619,-87.7042155,EAST GARFIELD PARK,27.0
Google,813046,corporations,41.8858048,-87.6538997,NEAR WEST SIDE,28.0
Exelon City Solar,813872,corporations,41.6756256,-87.6517596,WEST PULLMAN,53.0
801-811 W Fulton,815929,corporations,41.8865709,-87.647855,NEAR WEST SIDE,28.0
River Point,815944,corporations,41.886177,-87.6394551,NEAR WEST SIDE,28.0
150 N Riverside,816004,corporations,41.8852915,-87.6384785,NEAR WEST SIDE,28.0
Method,817405,corporations,41.6969547,-87.6014043,PULLMAN,50.0
,818014,corporations,41.7946033,-87.7472511,GARFIELD RIDGE,56.0
,818015,corporations,41.7945961,-87.7476893,GARFIELD RIDGE,56.0
,818016,corporations,41.7945896,-87.7481283,GARFIELD RIDGE,56.0
United Airlines,818083,corporations,42.0071114,-87.9058258,OHARE,76.0
AT&T,818151,corporations,41.8815584,-87.6407862,NEAR WEST SIDE,28.0
,818475,corporations,41.8476267,-87.6891943,SOUTH LAWNDALE,30.0
,818602,corporations,42.0054159,-87.9073022,OHARE,76.0
Alliant Credit Union,818613,corporations,42.0070606,-87.9048482,OHARE,76.0
Pumphouse,818615,corporations,42.001126,-87.9020286,OHARE,76.0
,818616,corporations,41.9985992,-87.9069576,OHARE,76.0
,818837,corporations,41.8495811,-87.6747314,LOWER WEST SIDE,31.0
Chicago Police Memorial Foundation,818876,corporations,41.8826368,-87.6629863,NEAR WEST SIDE,28.0
,819093,corporations,41.9520254,-87.9135028,OHARE,76.0
,819096,corporations,41.9522064,-87.8935083,OHARE,76.0
La Hacienda Wholesale,819311,corporations,41.8463531,-87.6712496,LOWER WEST SIDE,31.0
McDonald's World Headquarters,819313,corporations,41.8835868,-87.6538222,NEAR WEST SIDE,28.0
Truong Enterprises,819490,corporations,41.8512233,-87.6472209,LOWER WEST SIDE,31.0
,820021,corporations,41.8480812,-87.675049,LOWER WEST SIDE,31.0
,820024,corporations,41.8468704,-87.6704257,LOWER WEST SIDE,31.0
,820151,corporations,42.0085572,-87.9073486,OHARE,76.0
,820936,corporations,41.8171514,-87.7352887,ARCHER HEIGHTS,57.0
,820939,corporations,41.8220777,-87.716701,ARCHER HEIGHTS,57.0
,821234,corporations,41.865806,-87.7386466,NORTH LAWNDALE,29.0
Restaurantware,823090,corporations,41.8427458,-87.6841584,LOWER WEST SIDE,31.0
,823156,corporations,41.9472189,-87.7376083,IRVING PARK,16.0
,823157,corporations,41.9477661,-87.7386251,IRVING PARK,16.0
,823442,corporations,41.9350299,-87.7847794,BELMONT CRAGIN,19.0
Chicago Oriental Wholesale Market,836630,corporations,41.8571759,-87.637466,LOWER WEST SIDE,31.0
,836676,corporations,41.8896994,-87.6344333,NEAR NORTH SIDE,8.0
C.H. Robinson,838311,corporations,41.9209818,-87.6664856,LINCOLN PARK,7.0
Ford Chicago Assembly Plant,838881,corporations,41.6597665,-87.5650199,SOUTH DEERING,51.0
Ford Chicago Assembly Plant,838882,corporations,41.6614195,-87.5642411,SOUTH DEERING,51.0
,842636,corporations,41.9391682,-87.7442951,PORTAGE PARK,15.0
South Campus Chiller Plant,843139,corporations,41.7851191,-87.590033,WOODLAWN,42.0
West End on Fulton,845692,corporations,41.8861857,-87.6617971,NEAR WEST SIDE,28.0
Fulton East,848410,corporations,41.8862172,-87.6494891,NEAR WEST SIDE,28.0
,851592,corporations,41.8317989,-87.7266795,SOUTH LAWNDALE,30.0
,852210,corporations,41.9788629,-87.897107,OHARE,76.0
,852211,corporations,41.9767596,-87.8816867,OHARE,76.0
CRRC,852212,corporations,41.6468634,-87.5478124,HEGEWISCH,55.0
151 North Franklin,852324,corporations,41.8848377,-87.6348902,LOOP,32.0
,852681,corporations,41.9728528,-87.9003702,OHARE,76.0
Banner Wholesale Grocers,852775,corporations,41.8431765,-87.6750005,LOWER WEST SIDE,31.0
Preferred Freezer Services,852788,corporations,41.8491475,-87.6695343,LOWER WEST SIDE,31.0
,853148,corporations,41.8871017,-87.6481207,NEAR WEST SIDE,28.0
,854034,corporations,41.851217,-87.6461613,LOWER WEST SIDE,31.0
Express Car Wash,854520,corporations,41.9465162,-87.7416958,IRVING PARK,16.0
,855923,corporations,41.7209412,-87.6499779,WASHINGTON HEIGHTS,73.0
Veteran's Square Office Center,856029,corporations,41.9690089,-87.7607207,JEFFERSON PARK,11.0
Pullman Crossings,856166,corporations,41.700637,-87.5954533,PULLMAN,50.0
BMO Tower,863510,corporations,41.8772686,-87.6400159,NEAR WEST SIDE,28.0
,863976,corporations,41.6727564,-87.5423354,HEGEWISCH,55.0
GlenStar O’Hare Office Building,864112,corporations,41.9865399,-87.8438132,OHARE,76.0
Englewood Fleet Maintenance Facility,864214,corporations,41.7701728,-87.6307047,GREATER GRAND CROSSING,69.0
Chicago Skyway Administation Building,864255,corporations,41.7344728,-87.5656246,CALUMET HEIGHTS,48.0
Whole Foods Distribution Center,864626,corporations,41.6998583,-87.6003419,PULLMAN,50.0
,864627,corporations,41.7016588,-87.5987599,PULLMAN,50.0
,864628,corporations,41.7038293,-87.5975969,PULLMAN,50.0
,864629,corporations,41.7062792,-87.5950729,PULLMAN,50.0
,864760,corporations,41.8015987,-87.7119673,GAGE PARK,63.0
,864761,corporations,41.7997135,-87.7143791,WEST ELSDON,62.0
,864881,corporations,41.8468006,-87.6675543,LOWER WEST SIDE,31.0
,864882,corporations,41.8461099,-87.6675847,LOWER WEST SIDE,31.0
,864920,corporations,41.8502358,-87.6546335,LOWER WEST SIDE,31.0
Buddy Bear Car Wash,864970,corporations,41.766278,-87.6065297,GREATER GRAND CROSSING,69.0
Jet Brite Car Wash,865172,corporations,41.7943959,-87.8011062,GARFIELD RIDGE,56.0
,865400,corporations,41.6644087,-87.5898788,SOUTH DEERING,51.0
,865401,corporations,41.6648537,-87.5897923,SOUTH DEERING,51.0
,865573,corporations,41.7287989,-87.5920583,BURNSIDE,47.0
,865574,corporations,41.7295634,-87.5920723,BURNSIDE,47.0
,865575,corporations,41.7286973,-87.5914917,BURNSIDE,47.0
,865808,corporations,41.6835047,-87.5561668,SOUTH DEERING,51.0
,865809,corporations,41.6836025,-87.5561644,SOUTH DEERING,51.0
Mars Candy Factory,865892,corporations,41.9171558,-87.7914822,AUSTIN,25.0
,866509,corporations,41.9897567,-87.7313987,NORTH PARK,13.0
,866510,corporations,41.9897302,-87.7296459,NORTH PARK,13.0
,868511,corporations,41.8703068,-87.6248128,LOOP,32.0
,868864,corporations,41.8135549,-87.6777452,NEW CITY,61.0
,868955,corporations,41.8230759,-87.6415818,NEW CITY,61.0
Fulton Labs,872388,corporations,41.8893133,-87.6551728,WEST TOWN,24.0
,874063,corporations,41.9238685,-87.7421153,BELMONT CRAGIN,19.0
,878678,corporations,41.7054125,-87.5559474,SOUTH DEERING,51.0
,893924,corporations,41.8667014,-87.7413205,AUSTIN,25.0
Cumberland Centre,893956,corporations,41.9787883,-87.837678,OHARE,76.0
,893960,corporations,41.758865,-87.7056148,CHICAGO LAWN,66.0
Cumberland Centre,894013,corporations,41.9779357,-87.8374906,OHARE,76.0
CTA 74th Street Garage,894034,corporations,41.7585477,-87.6691501,WEST ENGLEWOOD,67.0
South Shore Recycling Plant,894170,corporations,41.6809469,-87.5485229,SOUTH DEERING,51.0
